234369,Ms.,Jewel,D,Boner,F,jewel.boner@sbcglobal.net,Allen Boner,Gretta Boner,Longmire,8/22/1980,08:42:09 PM,36.96,46,2/4/2017,Q1,H1,2017,2,February,Feb,4,Saturday,Sat,0.48,95805,23%,088-02-2438,304-738-2540,Wyoming,Wyoming,Wyoming,WV,24898,South,jdboner,4jZFg<o;q~;
424151,Mr.,Eddy,R,Pulver,M,eddy.pulver@yahoo.co.uk,Britt Pulver,Ivory Pulver,Comer,7/16/1986,07:29:19 PM,31.05,81,11/14/2008,Q4,H2,2008,11,November,Nov,14,Friday,Fri,8.71,100493,15%,329-11-6881,228-218-3002,Moss,Jasper,Moss,MS,39460,South,erpulver,J*Hxkbwqjk
739083,Mr.,Adam,Z,Kan,M,adam.kan@shell.com,Abdul Kan,Colleen Kan,Starnes,11/10/1977,08:27:35 PM,39.74,79,5/26/2010,Q2,H1,2010,5,May,May,26,Wednesday,Wed,7.18,145599,8%,254-99-4102,240-373-3212,Hyattsville,Prince George's,Hyattsville,MD,20782,South,azkan,xi%UEkhYAoMn]-t
419233,Mr.,Daron,Z,Mackey,M,daron.mackey@gmail.com,Dominique Mackey,Fawn Mackey,Borrego,12/14/1986,09:58:10 PM,30.64,84,9/26/2012,Q3,H2,2012,9,September,Sep,26,Wednesday,Wed,4.84,102771,23%,725-18-9150,229-741-5650,Lilburn,Gwinnett,Lilburn,GA,30048,South,dzmackey,jVa]}o/_Q
337280,Mr.,Roscoe,E,Bostwick,M,roscoe.bostwick@yahoo.ca,Ahmad Bostwick,Desirae Bostwick,Sim,9/23/1976,06:29:14 AM,40.87,87,12/3/2012,Q4,H2,2012,12,December,Dec,3,Monday,Mon,4.65,103782,23%,714-18-0138,207-418-3786,Coopers Mills,Lincoln,Coopers Mills,ME,4341,Northeast,rebostwick,Bq!R|v<7
318762,Ms.,Toby,F,Wurth,F,toby.wurth@gmail.com,Dexter Wurth,Maragaret Wurth,Creek,1/23/1972,12:18:27 AM,45.54,58,3/24/2010,Q1,H1,2010,3,March,Mar,24,Wednesday,Wed,7.35,193164,15%,222-11-3959,270-939-0977,Whick,Breathitt,Whick,KY,41390,South,tfwurth,2q^[|hbyRA
667449,Dr.,Antonia,S,Fulmer,M,antonia.fulmer@earthlink.net,Scott Fulmer,Odelia Fulmer,Sommers,4/5/1995,09:45:40 AM,22.33,89,9/12/2016,Q3,H2,2016,9,September,Sep,12,Monday,Mon,0.87,197783,14%,068-02-7848,319-263-1884,Dows,Wright,Dows,IA,50071,Midwest,asfulmer,C/t;X;k#S
241993,Mr.,Kris,Y,Stoudt,M,kris.stoudt@exxonmobil.com,Anderson Stoudt,Vita Stoudt,Hoerr,12/11/1991,09:42:31 AM,25.65,89,3/4/2016,Q1,H1,2016,3,March,Mar,4,Friday,Fri,1.4,115634,23%,506-57-3303,206-704-6368,Nespelem,Okanogan,Nespelem,WA,99155,West,kystoudt,LVRPLYcsU5/w
489877,Drs.,Zoraida,W,Pasquale,F,zoraida.pasquale@gmail.com,Monte Pasquale,Beatrice Pasquale,Tone,5/22/1982,07:06:11 AM,35.21,40,10/5/2011,Q4,H2,2011,10,October,Oct,5,Wednesday,Wed,5.82,76952,7%,428-99-1464,209-364-5908,Saint Helena,Napa,Saint Helena,CA,94574,West,zwpasquale,u^?@F^*qJ
331675,Mr.,Reinaldo,L,Drain,M,reinaldo.drain@yahoo.com,Eugene Drain,Cecille Drain,Whited,8/15/1981,01:02:29 PM,35.98,68,3/14/2007,Q1,H1,2007,3,March,Mar,14,Wednesday,Wed,10.38,118378,26%,640-29-1496,206-617-2495,Woodland,Cowlitz,Woodland,WA,98674,West,rldrain,oj{[-r4t{4
327710,Mrs.,Nola,W,Barriga,F,nola.barriga@gmail.com,Bret Barriga,Gena Barriga,Baum,10/12/1981,10:06:03 AM,35.82,57,8/2/2009,Q3,H2,2009,8,August,Aug,2,Sunday,Sun,7.99,127958,6%,763-12-6044,605-391-0046,Carter,Tripp,Carter,SD,57526,Midwest,nwbarriga,Dy~%fQX./?}
608647,Mr.,Gail,X,Hardin,M,gail.hardin@msn.com,Claud Hardin,Dorotha Hardin,Mcmanis,3/18/1988,06:03:08 PM,29.38,71,2/25/2015,Q1,H1,2015,2,February,Feb,25,Wednesday,Wed,2.42,127648,9%,070-02-0321,217-498-8305,Herald,White,Herald,IL,62845,Midwest,gxhardin,8!MjVlf-P5<]lt
680929,Mrs.,Beryl,Y,Pauline,F,beryl.pauline@gmail.com,Quinn Pauline,Elizabeth Pauline,Leonardo,8/9/1993,04:50:33 AM,23.98,44,5/6/2015,Q2,H1,2015,5,May,May,6,Wednesday,Wed,2.23,193295,14%,387-33-3884,229-475-9259,Brooks,Fayette,Brooks,GA,30205,South,bypauline,u~:6%3$XK[#\JY
552138,Hon.,Reginald,O,Horne,M,reginald.horne@gmail.com,Davis Horne,Aleen Horne,Aguero,1/31/1979,12:48:12 PM,38.52,81,3/7/2004,Q1,H1,2004,3,March,Mar,7,Sunday,Sun,13.4,152203,27%,494-29-6685,907-557-6033,Shaktoolik,Nome (CA),Shaktoolik,AK,99771,West,rohorne,b<-IhnV$Ni<^H
174349,Drs.,Darnell,X,Rapoza,F,darnell.rapoza@gmail.com,Christopher Rapoza,Dion Rapoza,Mcelrath,12/12/1962,11:06:50 PM,54.66,50,12/22/2000,Q4,H2,2000,12,December,Dec,22,Friday,Fri,16.61,197931,10%,061-02-3422,480-466-4299,Bullhead City,Mohave,Bullhead City,AZ,86429,West,dxrapoza,R/Hrw&7zycd
655752,Mrs.,Francine,Z,Lomanto,F,francine.lomanto@shell.com,Laurence Lomanto,Kristie Lomanto,Taliaferro,8/4/1971,04:00:42 PM,46.01,50,6/21/2001,Q2,H1,2001,6,June,Jun,21,Thursday,Thu,16.11,83392,14%,531-71-2785,229-741-6188,Sharpsburg,Coweta,Sharpsburg,GA,30277,South,fzlomanto,m0#amd:6LR#Jn%^
222991,Ms.,Sharan,J,Rainer,F,sharan.rainer@yahoo.com,Hugh Rainer,Altha Rainer,Younker,11/13/1972,12:43:40 AM,44.73,44,3/9/1997,Q1,H1,1997,3,March,Mar,9,Sunday,Sun,20.4,189070,15%,091-02-0645,316-975-6691,Edgerton,Johnson,Edgerton,KS,66021,Midwest,sjrainer,fX[T>uV4lL#
431378,Mrs.,Patience,N,Wiltz,F,patience.wiltz@aol.com,Merrill Wiltz,Camelia Wiltz,Dudgeon,8/21/1977,01:15:52 PM,39.96,49,1/1/2017,Q1,H1,2017,1,January,Jan,1,Sunday,Sun,0.57,135856,10%,650-62-8750,605-389-2567,Keystone,Pennington,Keystone,SD,57751,Midwest,pnwiltz,QA>][$-0-d|<E5K
798132,Mr.,Antonia,P,Wroten,M,antonia.wroten@btinternet.com,Austin Wroten,Avelina Wroten,Duke,7/2/1979,04:31:43 PM,38.1,66,11/29/2014,Q4,H2,2014,11,November,Nov,29,Saturday,Sat,2.66,54039,14%,576-99-2994,212-427-3746,New York City,New York,New York City,NY,10211,Northeast,apwroten,PB-rhEwi@v@hAR
888787,Ms.,Laurice,L,Kowalsky,F,laurice.kowalsky@yahoo.com,Murray Kowalsky,Pa Kowalsky,Bartel,1/5/1958,10:21:32 AM,59.6,42,1/1/2014,Q1,H1,2014,1,January,Jan,1,Wednesday,Wed,3.57,173854,30%,065-02-7811,240-776-7243,Hagerstown,Washington,Hagerstown,MD,21748,South,llkowalsky,Vl9NN1:Ulm;/4N
544068,Mr.,Ricardo,R,Eidson,M,ricardo.eidson@btinternet.com,Amado Eidson,Carola Eidson,Sharpe,8/4/1985,02:26:58 PM,32,56,6/24/2014,Q2,H1,2014,6,June,Jun,24,Tuesday,Tue,3.1,181317,16%,441-29-5774,209-535-1810,Madera,Madera,Madera,CA,93638,West,rreidson,lpEZd+X^1e~l
185377,Mr.,Rolland,W,Wozniak,M,rolland.wozniak@bellsouth.net,Florencio Wozniak,Gerri Wozniak,Stoker,5/2/1981,12:19:50 AM,36.26,65,12/27/2012,Q4,H2,2012,12,December,Dec,27,Thursday,Thu,4.59,48216,27%,169-86-3946,319-755-1440,Aspinwall,Crawford,Aspinwall,IA,51432,Midwest,rwwozniak,5U2bT^IOoxR2Q
495554,Mr.,Angelo,G,Batty,M,angelo.batty@rediffmail.com,Bryant Batty,Karri Batty,Tedford,12/22/1989,11:45:23 PM,27.62,57,1/20/2012,Q1,H1,2012,1,January,Jan,20,Friday,Fri,5.52,49653,7%,593-99-1055,202-499-8763,Washington,District of Columbia,Washington,DC,20523,South,agbatty,LCYS<fSR$
696045,Mr.,Ty,X,Wake,M,ty.wake@shell.com,Colton Wake,Dede Wake,Brockway,1/5/1964,12:32:00 AM,53.6,85,4/20/2004,Q2,H1,2004,4,April,Apr,20,Tuesday,Tue,13.28,68925,13%,690-22-2045,201-712-7604,Skillman,Somerset,Skillman,NJ,8558,Northeast,txwake,8C[\zGe5W1NDnv
201507,Mr.,Damian,G,Jun,M,damian.jun@hotmail.com,Maxwell Jun,Shin Jun,Fairchild,9/25/1985,08:21:45 PM,31.86,60,1/17/2007,Q1,H1,2007,1,January,Jan,17,Wednesday,Wed,10.53,90358,30%,710-18-9081,605-839-5397,Murdo,Jones,Murdo,SD,57559,Midwest,dgjun,xJZKtYrP1bAk
642097,Mrs.,Kendall,I,Ro,F,kendall.ro@gmail.com,Len Ro,Nicolasa Ro,Kozlowski,8/9/1965,08:19:22 PM,52,52,11/2/2011,Q4,H2,2011,11,November,Nov,2,Wednesday,Wed,5.74,138317,3%,067-02-0559,479-228-4045,Sulphur Rock,Independence,Sulphur Rock,AR,72579,South,kiro,PI_%&m-B
171617,Mrs.,Lula,F,Boose,F,lula.boose@hotmail.com,Edmundo Boose,Marianna Boose,Weatherspoon,2/15/1968,11:35:29 AM,49.48,55,4/19/2017,Q2,H1,2017,4,April,Apr,19,Wednesday,Wed,0.27,47673,27%,166-86-2179,225-709-3329,Eunice,St. Landry,Eunice,LA,70535,South,lfboose,InFIB4<XQy#YE
529184,Ms.,Shana,W,Gartman,F,shana.gartman@yahoo.com,Brian Gartman,Maybell Gartman,Vanhoy,4/2/1987,07:52:53 PM,30.34,48,2/2/2009,Q1,H1,2009,2,February,Feb,2,Monday,Mon,8.49,109906,24%,709-18-6662,215-258-7999,Shady Grove,Franklin,Shady Grove,PA,17256,Northeast,swgartman,wAY1EF1kxY
784771,Mr.,Jessie,C,Schock,M,jessie.schock@bp.com,Tanner Schock,Lashaunda Schock,Wasinger,3/17/1991,09:58:00 AM,26.38,52,4/3/2013,Q2,H1,2013,4,April,Apr,3,Wednesday,Wed,4.32,62299,14%,057-02-1158,215-912-5436,Landenberg,Chester,Landenberg,PA,19350,Northeast,jcschock,qI7<7$t91x
644258,Mr.,Earle,F,Lilley,M,earle.lilley@gmail.com,Deon Lilley,Suzy Lilley,Garofalo,9/13/1974,02:13:46 PM,42.9,70,8/31/2004,Q3,H2,2004,8,August,Aug,31,Tuesday,Tue,12.92,137847,13%,286-15-3905,215-796-5800,Edmon,Armstrong,Edmon,PA,15630,Northeast,eflilley,A]O8^@eiE3fYYp
464830,Mr.,Michale,T,Eads,M,michale.eads@hotmail.com,Dexter Eads,Lavinia Eads,Russel,5/24/1961,06:08:30 PM,56.22,59,4/3/1988,Q2,H1,1988,4,April,Apr,3,Sunday,Sun,29.34,183030,28%,379-37-4223,262-387-4692,Prairie Du Sac,Sauk,Prairie Du Sac,WI,53578,Midwest,mteads,buO4mT|y
750456,Mr.,Andre,F,Rye,M,andre.rye@hotmail.co.uk,Rico Rye,Adria Rye,Harr,1/8/1987,09:54:09 AM,30.57,82,5/13/2008,Q2,H1,2008,5,May,May,13,Tuesday,Tue,9.21,142001,29%,021-94-2372,229-990-8310,Newnan,Coweta,Newnan,GA,30271,South,afrye,f;u$jY_C$
595998,Hon.,Trisha,O,Cuadra,F,trisha.cuadra@sbcglobal.net,Emil Cuadra,Leonida Cuadra,Wilt,6/3/1986,04:26:38 AM,31.17,47,10/3/2016,Q4,H2,2016,10,October,Oct,3,Monday,Mon,0.82,131523,13%,542-81-8375,212-352-1103,Eastport,Suffolk,Eastport,NY,11941,Northeast,tocuadra,uJ$r~FFvGBNCyK
896558,Hon.,Octavio,J,Nalls,M,octavio.nalls@sbcglobal.net,Glenn Nalls,Beatrice Nalls,Tibbs,4/7/1985,06:10:45 AM,32.33,76,2/13/2015,Q1,H1,2015,2,February,Feb,13,Friday,Fri,2.45,113651,15%,488-29-1335,215-689-5926,Cresson,Cambria,Cresson,PA,16699,Northeast,ojnalls,ZwvCn+W&e[odq;t
872209,Mrs.,Ozella,U,Westbrook,F,ozella.westbrook@apple.com,Dylan Westbrook,Adelina Westbrook,Trammell,6/25/1993,01:10:12 AM,24.11,41,8/15/2015,Q3,H2,2015,8,August,Aug,15,Saturday,Sat,1.95,65186,7%,305-37-3324,215-449-6703,Bernville,Berks,Bernville,PA,19506,Northeast,ouwestbrook,9M3B8$*n
702146,Mr.,Scot,M,Sciortino,M,scot.sciortino@outlook.com,Kip Sciortino,Shawnta Sciortino,Vandenberg,9/7/1981,06:09:58 PM,35.91,57,5/18/2010,Q2,H1,2010,5,May,May,18,Tuesday,Tue,7.2,146821,26%,100-02-4413,218-691-3575,Dalbo,Isanti,Dalbo,MN,55017,Midwest,smsciortino,tJSrV+Q;m>}}~
997221,Drs.,Monika,P,Battaglia,F,monika.battaglia@gmail.com,Virgil Battaglia,Vina Battaglia,Guay,10/5/1980,06:30:55 PM,36.84,43,3/6/2017,Q1,H1,2017,3,March,Mar,6,Monday,Mon,0.39,83196,12%,324-11-7887,303-998-0562,Aurora,Adams,Aurora,CO,80019,West,mpbattaglia,N\1I*2X\es
924008,Mr.,Rene,C,Oswald,M,rene.oswald@aol.com,Devin Oswald,Sunshine Oswald,Tribble,10/24/1964,07:20:01 PM,52.79,87,6/24/2015,Q2,H1,2015,6,June,Jun,24,Wednesday,Wed,2.1,80232,22%,770-02-7227,239-901-5714,Pompano Beach,Broward,Pompano Beach,FL,33073,South,rcoswald,r-Kn$U#-&a|G{7
874278,Prof.,Bart,P,Darrow,M,bart.darrow@rediffmail.com,Preston Darrow,Amparo Darrow,Vanek,11/19/1966,06:28:03 PM,50.72,89,12/13/2005,Q4,H2,2005,12,December,Dec,13,Tuesday,Tue,11.63,100637,9%,035-74-8902,236-345-3776,Richmond,Richmond (city),Richmond,VA,23293,South,bpdarrow,t&<34;NuV
664907,Mrs.,Nilsa,U,Lippert,F,nilsa.lippert@aol.com,Caleb Lippert,Brigette Lippert,Kendall,3/21/1990,02:01:52 PM,27.37,41,10/31/2014,Q4,H2,2014,10,October,Oct,31,Friday,Fri,2.74,114884,18%,224-99-7556,217-870-1333,Crete,Will,Crete,IL,60417,Midwest,nulippert,Mc3+1gVv*U
535370,Ms.,Jacelyn,C,Branum,F,jacelyn.branum@gmail.com,Ivory Branum,Yesenia Branum,Palomares,2/2/1989,08:32:07 AM,28.5,57,6/20/2015,Q2,H1,2015,6,June,Jun,20,Saturday,Sat,2.11,155766,12%,476-55-2629,215-314-4476,Emporium,Cameron,Emporium,PA,15834,Northeast,jcbranum,Qw+qzv?A|BQ<|
696931,Ms.,Jayna,R,Parkison,F,jayna.parkison@gmail.com,Brady Parkison,Kandis Parkison,Mcguinness,3/1/1969,12:55:09 AM,48.44,47,12/20/1991,Q4,H2,1991,12,December,Dec,20,Friday,Fri,25.62,132250,5%,114-98-7993,231-553-8952,Farmington,Oakland,Farmington,MI,48334,Midwest,jrparkison,p@VcS8.>
393399,Mr.,Emerson,V,Blackburn,M,emerson.blackburn@yahoo.co.uk,Jacinto Blackburn,Latoya Blackburn,Grindle,3/19/1994,11:40:09 AM,23.38,81,11/19/2016,Q4,H2,2016,11,November,Nov,19,Saturday,Sat,0.69,135407,23%,663-22-8657,319-554-2824,Harpers Ferry,Allamakee,Harpers Ferry,IA,52146,Midwest,evblackburn,JVRvZLsp>}k\
482761,Ms.,Noel,J,Dimartino,F,noel.dimartino@outlook.com,Mathew Dimartino,Betty Dimartino,Thorne,9/27/1973,11:53:20 PM,43.86,44,6/13/2010,Q2,H1,2010,6,June,Jun,13,Sunday,Sun,7.13,118113,29%,502-37-1103,228-958-1624,Leakesville,Greene,Leakesville,MS,39451,South,njdimartino,3R>~BmL5F
845047,Mr.,Clinton,O,Larmon,M,clinton.larmon@gmail.com,Isidro Larmon,Noriko Larmon,Carswell,4/15/1973,01:58:24 PM,44.32,83,12/8/2007,Q4,H2,2007,12,December,Dec,8,Saturday,Sat,9.64,183462,16%,427-99-6314,907-791-6011,Unalakleet,Nome (CA),Unalakleet,AK,99684,West,colarmon,8>>lOhd7
700408,Ms.,Shavonda,R,Gutowski,F,shavonda.gutowski@gmail.com,Derick Gutowski,Sherri Gutowski,Burge,1/19/1967,02:26:44 AM,50.56,48,8/8/1990,Q3,H2,1990,8,August,Aug,8,Wednesday,Wed,26.99,137016,20%,323-11-7075,316-992-1930,Kincaid,Anderson,Kincaid,KS,66039,Midwest,srgutowski,4sPGb%STkg
474332,Mrs.,Adah,R,Dionne,F,adah.dionne@hotmail.co.uk,Kermit Dionne,Joette Dionne,Makris,12/7/1988,11:12:08 PM,28.66,53,5/3/2016,Q2,H1,2016,5,May,May,3,Tuesday,Tue,1.24,57552,2%,538-71-3570,304-577-3262,Corinne,Wyoming,Corinne,WV,25826,South,ardionne,E|Qes1J\5-;\|xg
188096,Prof.,Jamaal,J,Toney,M,jamaal.toney@shaw.ca,Casey Toney,Sharilyn Toney,Carollo,12/7/1971,11:38:24 PM,45.67,71,10/4/2000,Q4,H2,2000,10,October,Oct,4,Wednesday,Wed,16.82,102339,29%,348-08-3886,212-615-6985,New York City,New York,New York City,NY,10269,Northeast,jjtoney,U$ZQ2pDCk:k+
329085,Dr.,Matt,A,Furr,M,matt.furr@gmail.com,Mathew Furr,Ruthie Furr,Nickerson,9/1/1978,01:51:03 AM,38.93,88,3/16/2010,Q1,H1,2010,3,March,Mar,16,Tuesday,Tue,7.37,58791,26%,266-99-8442,217-242-0831,Altamont,Effingham,Altamont,IL,62411,Midwest,mafurr,gEHpT|pkd5W:X
448164,Mr.,Darren,E,Pray,M,darren.pray@rediffmail.com,Stephen Pray,Kristy Pray,Osuna,7/14/1976,11:22:38 PM,41.07,73,8/21/1999,Q3,H2,1999,8,August,Aug,21,Saturday,Sat,17.95,107003,29%,545-99-9947,240-588-3436,Glenwood,Howard,Glenwood,MD,21738,South,depray,lJ79da8QSP
631454,Mr.,Porfirio,T,Hungerford,M,porfirio.hungerford@aol.com,Gaston Hungerford,Angeline Hungerford,Dunlap,9/7/1957,12:31:35 AM,59.93,50,10/22/2016,Q4,H2,2016,10,October,Oct,22,Saturday,Sat,0.76,119663,21%,528-99-2905,308-441-7003,Lincoln,Lancaster,Lincoln,NE,68527,Midwest,pthungerford,t;miL&.BsD7^vn8
848892,Ms.,Jessika,R,Smoot,F,jessika.smoot@walmart.com,Sean Smoot,Kasie Smoot,Meagher,8/13/1966,03:16:47 AM,50.99,45,5/6/1998,Q2,H1,1998,5,May,May,6,Wednesday,Wed,19.24,199798,30%,018-94-9269,201-324-2458,Neshanic Station,Somerset,Neshanic Station,NJ,8853,Northeast,jrsmoot,E8177\LXmI_}2
505767,Ms.,Deetta,B,Tucci,F,deetta.tucci@exxonmobil.com,Denver Tucci,Lakeesha Tucci,Hanger,8/1/1958,08:44:54 PM,59.03,45,8/10/2010,Q3,H2,2010,8,August,Aug,10,Tuesday,Tue,6.97,75047,18%,692-18-9290,218-607-7098,Albert Lea,Freeborn,Albert Lea,MN,56007,Midwest,dbtucci,e2Y<h>Zz
774239,Mr.,Andreas,K,Granger,M,andreas.granger@gmail.com,Zachariah Granger,Linh Granger,Dement,7/24/1967,06:47:43 PM,50.05,80,9/13/2015,Q3,H2,2015,9,September,Sep,13,Sunday,Sun,1.87,132337,15%,411-99-9113,605-537-4759,Groton,Brown,Groton,SD,57445,Midwest,akgranger,rfW4juyjky
862648,Mr.,Andrea,E,Tomberlin,M,andrea.tomberlin@gmail.com,Micheal Tomberlin,Kacie Tomberlin,Osbourn,10/19/1980,12:36:32 PM,36.8,72,12/11/2008,Q4,H2,2008,12,December,Dec,11,Thursday,Thu,8.63,181356,3%,242-99-9203,319-398-8463,West Chester,Washington,West Chester,IA,52359,Midwest,aetomberlin,Nx]XrQ*Kj
304831,Hon.,Anthony,E,Corliss,F,anthony.corliss@verizon.net,Vincent Corliss,Paige Corliss,Isaacson,3/17/1979,02:50:00 PM,38.39,58,9/9/2011,Q3,H2,2011,9,September,Sep,9,Friday,Fri,5.89,121632,28%,577-53-0150,201-993-5580,Beach Haven,Ocean,Beach Haven,NJ,8008,Northeast,aecorliss,5CY~S{1dR<aTC
133827,Prof.,Ollie,J,Foote,M,ollie.foote@ntlworld.com,Hollis Foote,Kelly Foote,Tewksbury,10/19/1988,02:45:55 AM,28.79,90,2/4/2017,Q1,H1,2017,2,February,Feb,4,Saturday,Sat,0.48,188801,14%,046-15-4919,319-250-5479,Fertile,Worth,Fertile,IA,50434,Midwest,ojfoote,Ts>>S:N$YG%z].
